39, Male, White, Bachelors, Never-married, United-States, State-gov, Adm-clerical, <=50K
57, Male, Asian-Pac-Islander, Prof-school, Married-civ-spouse, Philippines, Private, Craft-repair, >50K
51, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Craft-repair, >50K
24, Female, White, HS-grad, Never-married, United-States, Private, Sales, <=50K
45, Male, White, HS-grad, Married-civ-spouse, England, Self-emp-not-inc, Craft-repair, <=50K
28, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
42, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-inc, Prof-specialty, >50K
22, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
28, Male, White, Masters, Married-civ-spouse, United-States, State-gov, Exec-managerial, <=50K
60, Female, White, HS-grad, Widowed, United-States, Private, Machine-op-inspct, <=50K
31, Female, White, HS-grad, Separated, United-States, Private, Machine-op-inspct, <=50K
47, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, >50K
30, Male, White, HS-grad, Married-AF-spouse, United-States, Private, Adm-clerical, <=50K
61, Male, White, Masters, Married-civ-spouse, United-States, Private, Sales, >50K
71, Female, White, Bachelors, Widowed, United-States, Local-gov, Prof-specialty, <=50K
42, Female, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
44, Male, White, 12th, Married-civ-spouse, United-States, Local-gov, Craft-repair, <=50K
46, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, >50K
50, Female, Black, Prof-school, Never-married, United-States, Local-gov, Exec-managerial, >50K
27, Male, White, Bachelors, Never-married, United-States, State-gov, Prof-specialty, <=50K
21, Female, White, Some-college, Never-married, Mexico, Private, Adm-clerical, <=50K
25, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
61, Male, White, 5th-6th, Divorced, United-States, Private, Transport-moving, <=50K
54, Male, White, Some-college, Divorced, United-States, Private, Adm-clerical, <=50K
31, Male, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
53, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
39, Male, White, Assoc-acdm, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
57, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-inc, Transport-moving, >50K
48, Female, White, Bachelors, Divorced, United-States, Private, Sales, <=50K
30, Male, White, Some-college, Married-civ-spouse, United-States, Private, Transport-moving, >50K
35, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
42, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, <=50K
34, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Machine-op-inspct, <=50K
59, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, >50K
69, Male, White, 10th, Married-civ-spouse, United-States, Local-gov, Exec-managerial, <=50K
29, Female, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
40, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
21, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
40, Female, White, Assoc-acdm, Divorced, United-States, Private, Prof-specialty, <=50K
43, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
36, Male, White, HS-grad, Divorced, United-States, Private, Handlers-cleaners, <=50K
41, Male, Asian-Pac-Islander, HS-grad, Married-spouse-absent, Japan, Private, Prof-specialty, >50K
20, Male, White, Some-college, Never-married, United-States, Private, Transport-moving, <=50K
41, Female, White, Bachelors, Widowed, United-States, Local-gov, Adm-clerical, <=50K
34, Male, White, Some-college, Divorced, United-States, Private, Exec-managerial, <=50K
48, Female, Black, 11th, Divorced, United-States, Private, Other-service, <=50K
27, Female, White, HS-grad, Never-married, United-States, Private, Exec-managerial, <=50K
35, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
27, Male, Black, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
20, Male, White, Some-college, Never-married, United-States, Private, Sales, <=50K
18, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
32, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, <=50K
38, Male, White, Masters, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
23, Male, White, Some-college, Never-married, United-States, State-gov, Other-service, <=50K
28, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
40, Male, White, Prof-school, Married-civ-spouse, United-States, State-gov, Prof-specialty, >50K
35, Female, White, HS-grad, Divorced, United-States, Private, Machine-op-inspct, <=50K
74, Male, White, Some-college, Widowed, United-States, Self-emp-inc, Exec-managerial, <=50K
28, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
23, Male, White, Some-college, Never-married, United-States, Private, Handlers-cleaners, <=50K
20, Male, White, Some-college, Never-married, United-States, Self-emp-not-inc, Farming-fishing, <=50K
44, Female, Black, HS-grad, Divorced, United-States, Private, Machine-op-inspct, <=50K
46, Female, White, HS-grad, Divorced, United-States, Local-gov, Adm-clerical, <=50K
51, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, >50K
40, Female, White, Some-college, Separated, United-States, Private, Adm-clerical, <=50K
48, Male, White, Prof-school, Married-civ-spouse, United-States, Private, Tech-support, >50K
60, Male, White, 9th, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
48, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
46, Female, White, Bachelors, Married-civ-spouse, United-States, Local-gov, Prof-specialty, <=50K
48, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
24, Female, White, Bachelors, Never-married, United-States, Local-gov, Prof-specialty, <=50K
45, Female, White, Some-college, Divorced, United-States, State-gov, Prof-specialty, <=50K
18, Female, White, 12th, Never-married, United-States, Private, Sales, <=50K
39, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
65, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-inc, Farming-fishing, <=50K
22, Female, White, Some-college, Divorced, United-States, Private, Machine-op-inspct, <=50K
20, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
28, Male, White, Some-college, Married-civ-spouse, United-States, Private, Sales, <=50K
46, Male, White, Prof-school, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
42, Male, White, Bachelors, Married-civ-spouse, United-States, Local-gov, Exec-managerial, >50K
28, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
18, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
24, Male, Asian-Pac-Islander, Bachelors, Never-married, United-States, Federal-gov, Prof-specialty, <=50K
45, Male, White, Doctorate, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
24, Male, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
44, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
20, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
35, Male, White, Some-college, Married-civ-spouse, Poland, Private, Tech-support, <=50K
52, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-inc, Sales, <=50K
25, Male, White, Assoc-acdm, Never-married, United-States, Private, Farming-fishing, <=50K
19, Male, White, 5th-6th, Never-married, Mexico, Private, Farming-fishing, <=50K
54, Female, White, Some-college, Divorced, United-States, Private, Adm-clerical, <=50K
21, Male, White, Some-college, Never-married, United-States, Private, Craft-repair, <=50K
26, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, >50K
42, Female, White, Assoc-voc, Divorced, United-States, Private, Adm-clerical, <=50K
19, Female, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
55, Male, White, Masters, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
44, Male, White, HS-grad, Married-civ-spouse, United-States, State-gov, Adm-clerical, <=50K
25, Male, White, Bachelors, Never-married, United-States, Private, Exec-managerial, <=50K
26, Male, White, Some-college, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
64, Female, White, Assoc-acdm, Separated, United-States, Federal-gov, Prof-specialty, >50K
41, Female, Other, 11th, Divorced, United-States, Private, Other-service, <=50K
43, Male, White, Some-college, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
45, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, >50K
48, Male, White, Bachelors, Married-civ-spouse, United-States, Federal-gov, Prof-specialty, >50K
60, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
45, Male, White, Some-college, Never-married, United-States, Self-emp-not-inc, Farming-fishing, <=50K
51, Male, White, 10th, Married-civ-spouse, United-States, Private, Sales, >50K
37, Female, White, HS-grad, Divorced, United-States, Federal-gov, Adm-clerical, <=50K
22, Male, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
44, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
27, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
47, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Craft-repair, <=50K
32, Male, Black, Masters, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
40, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
41, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
26, Female, White, Bachelors, Never-married, United-States, Private, Prof-specialty, <=50K
47, Male, Asian-Pac-Islander, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
55, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, <=50K
38, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
24, Male, White, Bachelors, Never-married, United-States, State-gov, Prof-specialty, <=50K
64, Male, White, Doctorate, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, >50K
56, Male, White, Bachelors, Married-civ-spouse, United-States, Federal-gov, Prof-specialty, >50K
41, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, >50K
33, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, >50K
33, Male, White, Prof-school, Never-married, United-States, Private, Prof-specialty, >50K
21, Male, White, Some-college, Married-civ-spouse, United-States, Private, Other-service, <=50K
59, Male, Black, HS-grad, Widowed, United-States, Local-gov, Craft-repair, <=50K
58, Male, White, Assoc-voc, Married-civ-spouse, Germany, Private, Exec-managerial, >50K
43, Male, White, Masters, Divorced, United-States, Local-gov, Prof-specialty, <=50K
21, Male, Black, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
45, Male, White, HS-grad, Never-married, United-States, Private, Machine-op-inspct, <=50K
53, Female, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Exec-managerial, >50K
27, Female, White, 10th, Married-civ-spouse, Mexico, Private, Exec-managerial, <=50K
38, Male, White, Masters, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
31, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
41, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
22, Female, White, Some-college, Never-married, United-States, State-gov, Adm-clerical, <=50K
43, Male, White, Masters, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, <=50K
41, Male, White, Some-college, Never-married, United-States, State-gov, Prof-specialty, <=50K
27, Female, White, Some-college, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
41, Male, White, Some-college, Married-civ-spouse, United-States, Local-gov, Exec-managerial, <=50K
36, Male, White, Prof-school, Divorced, United-States, Private, Prof-specialty, >50K
49, Female, White, Bachelors, Married-civ-spouse, United-States, Private, Adm-clerical, >50K
20, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
58, Female, White, HS-grad, Married-spouse-absent, United-States, Self-emp-not-inc, Other-service, <=50K
35, Female, Black, 12th, Never-married, Trinadad&Tobago, Self-emp-not-inc, Other-service, <=50K
30, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Protective-serv, >50K
21, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
29, Male, White, Assoc-acdm, Never-married, United-States, Private, Machine-op-inspct, <=50K
